epsilon_eV,f0_boltzmann,f0_maxwell
12.55,1.3600907163282178e-13,6.05579610136326e-06
12.650000000000002,5.780921751429064e-14,5.5002689925285924e-06
12.75,2.5053762897807922e-14,4.995703039499831e-06
12.850000000000001,1.1062593778947611e-14,4.537423331980426e-06
12.95,4.9767128472810235e-15,4.121183811530503e-06
13.05,2.2856284747779214e-15,3.7431279309369697e-06
13.150000000000002,0.0,3.3997529224878585e-06
13.25,0.0,3.087877344088411e-06
13.350000000000001,0.0,2.804611602526977e-06
13.45,0.0,2.547331180782728e-06
13.55,0.0,2.3136523213201278e-06
13.650000000000002,0.0,2.101409940071154e-06
13.75,0.0,1.908637566473355e-06
13.850000000000001,0.0,1.7335491237040404e-06
13.95,0.0,1.5745223803007498e-06
14.05,0.0,1.4300839198434954e-06
14.150000000000002,0.0,1.298895489439975e-06
14.25,0.0,1.1797416005293986e-06
14.350000000000001,0.0,1.0715182671238133e-06
14.45,0.0,9.732227771444193e-07
14.55,0.0,8.839444020819939e-07
14.650000000000002,0.0,8.02855958904613e-07
14.75,0.0,7.292061460318619e-07
14.850000000000001,0.0,6.623125823667383e-07
14.95,0.0,6.015554848904584e-07
15.05,0.0,5.463719262416455e-07
15.150000000000002,0.0,4.962506190752564e-07
15.25,0.0,4.507271788771599e-07
15.350000000000001,0.0,4.0937982134336393e-07
15.45,0.0,3.718254544592268e-07
15.55,0.0,3.377161290708818e-07
15.650000000000002,0.0,3.0673581506272884e-07
15.75,0.0,2.7859747327155226e-07
15.850000000000001,0.0,2.5304039600794565e-07
15.95,0.0,2.298277915444262e-07
16.05,0.0,2.087445901899768e-07
16.15,0.0,1.8959545162386723e-07
16.25,0.0,1.7220295502625235e-07
16.35,0.0,1.564059552367477e-07
16.450000000000003,0.0,1.420580897104241e-07
16.55,0.0,1.2902642243786858e-07
16.65,0.0,1.1719021226493197e-07
16.75,0.0,1.0643979420039309e-07
16.85,0.0,9.667556334661828e-08
16.950000000000003,0.0,8.780705203910904e-08
17.05,0.0,7.975209164445542e-08
17.15,0.0,7.243605125056143e-08
17.25,0.0,6.579114619545792e-08
17.35,0.0,5.975581002807056e-08
17.450000000000003,0.0,5.4274124082023726e-08
17.55,0.0,4.9295299377369025e-08
17.65,0.0,4.477320604993964e-08
17.75,0.0,4.0665945948401053e-08
17.85,0.0,3.693546443901601e-08
17.950000000000003,0.0,3.354719782141085e-08
18.05,0.0,3.0469753088580983e-08
18.15,0.0,2.767461706403845e-08
18.25,0.0,2.5135892221200503e-08
18.35,0.0,2.2830056737327524e-08
18.450000000000003,0.0,2.0735746558858322e-08
18.55,0.0,1.8833557458935162e-08
18.65,0.0,1.7105865253136165e-08
18.75,0.0,1.5536662507678627e-08
18.85,0.0,1.4111410227158889e-08
18.950000000000003,0.0,1.2816903147683588e-08
19.05,0.0,1.1641147387306621e-08
19.150000000000002,0.0,1.0573249320175076e-08
19.25,0.0,9.603314644781599e-09
19.35,0.0,8.72235671116754e-09
19.450000000000003,0.0,7.922213257709977e-09
19.55,0.0,7.1954707860411704e-09
19.650000000000002,0.0,6.53539587341757e-09
19.75,0.0,5.935872786133918e-09
19.85,0.0,5.391346815956526e-09
19.950000000000003,0.0,4.896772814576404e-09
20.05,0.0,4.447568449242951e-09
20.150000000000002,0.0,4.0395717464814476e-09
20.25,0.0,3.6690025305285162e-09
20.35,0.0,3.332427399203882e-09
20.450000000000003,0.0,3.0267279127128413e-09
20.55,0.0,2.749071700641906e-09
20.650000000000002,0.0,2.4968862194476205e-09
20.75,0.0,2.2678349172965165e-09
20.85,0.0,2.05979558541802e-09
20.950000000000003,0.0,1.8708406953912387e-09
21.05,0.0,1.6992195401864073e-09
21.150000000000002,0.0,1.543342013493821e-09
21.25,0.0,1.4017638770525574e-09
21.35,0.0,1.2731733794774218e-09
21.450000000000003,0.0,1.1563791026048656e-09
21.55,0.0,1.0502989227516737e-09
21.650000000000002,0.0,9.539499846100735e-10
21.75,0.0,8.664395948854261e-10
21.85,0.0,7.869569513039791e-10
21.950000000000003,0.0,7.147656303582762e-10
22.05,0.0,6.491967641875819e-10
